id,topped,guid,content,creationTime,isTop,referenceId,referenceImage,referenceName,referenceTime,referenceType,referenceTypeId,firstCategory,secondCategory,thirdCategory,replyCount,score,status,title,usefulVoteCount,uselessVoteCount,userImage,userImageUrl,userLevelId,userProvince,viewCount,orderId,isReplyGrade,nickname,userClient,productColor,productSize,integral,userImgFlag,anonymousFlag,userLevelName,plusAvailable,userExpValue,productSales,recommend,userLevelColor,isMobile,userClientShow,days,afterDays,images,showOrderComment,mergeOrderStatus,discussionId,imageCount,videos,commentTags,replies,afterUserComment,afterImages
11226673474,0,8ce4d229-5c30-4a28-acc4-8450dbffbecf,京东自营物流很快，营养蛋白收到，第一次购买营养蛋白是朋友介绍买的，先用着，等以后再追评&hellip;&hellip;,43137.86313,FALSE,1405158,jfs/t4213/133/427840153/162165/b76f3c9b/58b51023N629b7ebc.jpg,汤臣倍健 蛋白粉 蛋白质粉 450g/桶,43134.44628,Product,0,9192,9193,9201,0,5,1,,0,0,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,105,,0,0,FALSE,j***蓝,4,蛋白粉450g,,-20,0,1,钻石会员,0,18992,[],FALSE,#666666,TRUE,来自京东Android客户端,3,0,,,,,,,,,,
11226632271,0,cd92b1d0-583a-4696-9ba7-87bf9b4a417a,不错，就是物流速度慢了，年底买东西人多也可以理解，总之还是比较满意的，挺好,43137.85593,FALSE,1405158,jfs/t4213/133/427840153/162165/b76f3c9b/58b51023N629b7ebc.jpg,汤臣倍健 蛋白粉 蛋白质粉 450g/桶,43134.44896,Product,0,9192,9193,9201,0,5,1,,0,0,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,105,,0,0,FALSE,g***u,4,蛋白粉450g,,-20,0,1,钻石会员,103,20769,[],FALSE,#666666,TRUE,来自京东Android客户端,3,0,,,,,,,,,,
11226622051,0,d37903d2-f8a3-4f24-9326-6c8a0822d689,孩子爷爷癌症手术后一直喝这个，现在体制比以前好多了！还会继续回购的！,43137.85419,FALSE,1405158,jfs/t4213/133/427840153/162165/b76f3c9b/58b51023N629b7ebc.jpg,汤臣倍健 蛋白粉 蛋白质粉 450g/桶,43113.40734,Product,0,9192,9193,9201,0,5,1,,0,0,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,62,,0,0,FALSE,浑***刺,2,蛋白粉450g,,-20,0,1,金牌会员,103,11546,[],FALSE,#666666,TRUE,来自京东iPhone客户端,24,0,,,,,,,,,,
11226601051,0,74dd62ab-301f-40fc-9c89-1dd30ba117c3,价格合理，京东快递方便快捷。,43137.85049,FALSE,1405158,jfs/t4213/133/427840153/162165/b76f3c9b/58b51023N629b7ebc.jpg,汤臣倍健 蛋白粉 蛋白质粉 450g/桶,43112.75884,Product,0,9192,9193,9201,0,5,1,,0,0,storage.360buyimg.com/i.imageUpload/3237303438343038312d31363833363131343232373132363932363233_sma.jpg,storage.360buyimg.com/i.imageUpload/3237303438343038312d31363833363131343232373132363932363233_sma.jpg,105,,0,0,FALSE,2***1,4,蛋白粉450g,,-20,1,1,PLUS会员,201,21357,[],FALSE,#e1a10a,TRUE,来自京东Android客户端,25,0,,,,,,,,,,
11226571054,0,74545baa-20a3-4cd1-a34d-19872c9e39b1,可以，妈妈喝了很久了,43137.84515,FALSE,1405158,jfs/t4213/133/427840153/162165/b76f3c9b/58b51023N629b7ebc.jpg,汤臣倍健 蛋白粉 蛋白质粉 450g/桶,43116.00168,Product,0,9192,9193,9201,0,5,1,,0,0,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,61,,0,0,FALSE,j***z,2,蛋白粉450g,,-20,0,1,银牌会员,103,5258,[],FALSE,#666666,TRUE,来自京东iPhone客户端,21,0,,,,,,,,,,
11226554535,0,ef45bd42-fb07-4c57-bd4b-d26e035b221f,大牌子也跟着买，有点贵一,43137.84198,FALSE,1405158,jfs/t4213/133/427840153/162165/b76f3c9b/58b51023N629b7ebc.jpg,汤臣倍健 蛋白粉 蛋白质粉 450g/桶,43130.56773,Product,0,9192,9193,9201,0,5,1,,0,0,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,61,,0,0,FALSE,我***看,4,蛋白粉450g,,-20,0,1,银牌会员,0,2174,[],FALSE,#666666,TRUE,来自京东Android客户端,7,0,,,,,,,,,,
11226530732,0,fadce66a-e8b3-4c4a-a194-1c391971bf12,在京东自营店买的，送两瓶150克小罐子的，还有一瓶30粒的液体钙，优惠过后挺划算的，给妈妈吃的,43137.83765,FALSE,1405158,jfs/t4213/133/427840153/162165/b76f3c9b/58b51023N629b7ebc.jpg,汤臣倍健 蛋白粉 蛋白质粉 450g/桶,43132.97645,Product,0,9192,9193,9201,0,5,1,,0,0,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,61,,0,0,FALSE,头***咯,2,蛋白粉450g,,-20,0,1,银牌会员,103,3063,[],FALSE,#666666,TRUE,来自京东iPhone客户端,5,0,,,,,,,,,,
11227568670,0,87245566-216b-4939-8c2b-7943f04d7f5b,宝贝物超所值，味道也不错，而且还买一送三，实在太棒了！！！,43138.35713,FALSE,1405158,jfs/t4213/133/427840153/162165/b76f3c9b/58b51023N629b7ebc.jpg,汤臣倍健 蛋白粉 蛋白质粉 450g/桶,43124.49265,Product,0,9192,9193,9201,0,5,1,,0,0,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,56,,0,0,FALSE,j***o,4,蛋白粉450g,,-20,0,1,铜牌会员,0,1118,[],FALSE,#666666,TRUE,来自京东Android客户端,14,0,,,,,,,,,,
11227525589,0,30408403-375e-43e3-ab50-70114449e039,给姥爷买的，这是第三次买了，质量一直挺好的。也希望我姥爷身体能一天天的康复。,43138.34115,FALSE,1405158,jfs/t4213/133/427840153/162165/b76f3c9b/58b51023N629b7ebc.jpg,汤臣倍健 蛋白粉 蛋白质粉 450g/桶,43134.41859,Product,0,9192,9193,9201,0,5,1,,0,0,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,61,,0,0,FALSE,1***9,4,蛋白粉450g,,-20,0,1,银牌会员,0,4788,[],FALSE,#666666,TRUE,来自京东Android客户端,4,0,"[{'id': 511798207, 'associateId': 325458642, 'productId': 0, 'imgUrl': '//img30.360buyimg.com/n0/s128x96_jfs/t18622/302/432576678/43451/d36fa9d7/5a7a4421Nb486d7f0.jpg', 'available': 1, 'pin': '', 'dealt': 0, 'imgTitle': '', 'isMain': 0, 'jShow': 0}, {'id': 511798208, 'associateId': 325458642, 'productId': 0, 'imgUrl': '//img30.360buyimg.com/n0/s128x96_jfs/t18331/283/472422907/58005/c916b00b/5a7a4422N960c667f.jpg', 'available': 1, 'pin': '', 'dealt': 0, 'imgTitle': '', 'isMain': 0, 'jShow': 0}, {'id': 511798209, 'associateId': 325458642, 'productId': 0, 'imgUrl': '//img30.360buyimg.com/n0/s128x96_jfs/t17737/296/431086536/66046/b1105ae9/5a7a4423Nb046ab84.jpg', 'available': 1, 'pin': '', 'dealt': 0, 'imgTitle': '', 'isMain': 0, 'jShow': 0}]","{'id': 325458642, 'guid': '36ade2dc-3402-4c7c-a166-bf839a6f77b2', 'content': '给姥爷买的，这是第三次买了，质量一直挺好的。也希望我姥爷身体能一天天的康复。', 'creationTime': '2018-02-07 08:11:15', 'isTop': False, 'referenceId': '1405158', 'referenceType': 'Order', 'referenceTypeId': 0, 'firstCategory': 0, 'secondCategory': 0, 'thirdCategory': 0, 'replyCount': 0, 'score': 0, 'status': 1, 'title': '给姥爷买的，这是第三次买了，质量一直挺好...', 'usefulVoteCount': 0, 'uselessVoteCount': 0, 'userProvince': '', 'viewCount': 0, 'orderId': 0, 'isReplyGrade': False, 'userClient': 4, 'isDeal': 1, 'integral': -20, 'userImgFlag': 0, 'anonymousFlag': 1, 'recommend': False, 'isMobile': True, 'userClientShow': '来自京东Android客户端', 'userLevelColor': '#666666'}",2,325458642,3,,,,,
11227522443,0,f361d0c5-5968-4f2d-a3c7-aa5de8edc857,好,43138.33979,FALSE,4543062,jfs/t4213/133/427840153/162165/b76f3c9b/58b51023N629b7ebc.jpg,汤臣倍健 蛋白粉 蛋白质粉 450g/桶,43136.44716,Product,0,9192,9193,9201,0,5,1,,0,0,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,105,,0,0,FALSE,j***4,2,植物蛋白粉,,0,0,1,PLUS会员,201,47649,[],FALSE,#e1a10a,TRUE,来自京东iPhone客户端,2,0,,,,,,,,,,
